OBJECTID,ZONE_,DISTRICT,MAPNO,ARTICLE,SUBDISTRIC,Unique_Code,FAR,Shape_STArea__,Shape_STLength__,Zone_Desc
63468,L-1,Boston Proper,1,Underlying Zoning,Business,Boston Proper L-1,1,0,0,Local Business
63469,H-2,Boston Proper,1,Underlying Zoning,Residential,Boston Proper H-2,2,0,0,Apartment Residential
63470,B-10,Boston Proper,1,Underlying Zoning,Business,Boston Proper B-10,10,0,0,General Business
63471,L-2,Boston Proper,1,Underlying Zoning,Business,Boston Proper L-2,2,0,0,Local Business
63472,B-1,Boston Proper,1,Underlying Zoning,Business,Boston Proper B-1,1,0,0,General Business
63473,M-2,Boston Proper,1,Underlying Zoning,Industrial,Boston Proper M-2,2,0,0,Restricted Manufacturing
63474,H-3,Boston Proper,1,Underlying Zoning,Residential,Boston Proper H-3,3,0,0,Apartment Residential
63475,B-4,Boston Proper,1,Underlying Zoning,Business,Boston Proper B-4,4,0,0,General Business
63476,MCOP INSTITUTIONAL DISTRICT,Boston Proper,1,Underlying Zoning,Comm/Instit,Boston Proper MCOP INSTITUTIONAL DISTRICT,3,0,0,Institutional
63477,H-3,Boston Proper,1,Underlying Zoning,Residential,Boston Proper H-3,3,0,0,Apartment Residential
63478,B-4,Boston Proper,1,Underlying Zoning,Business,Boston Proper B-4,4,0,0,General Business
63479,B-8-120c,Boston Proper,1,Underlying Zoning,Business,Boston Proper B-8-120c,8,0,0,General Business
63480,MFR,City Square Neighborhood,2D,58,Residential,City Square Neighborhood MFR,1.5,0,0,Multifamily Residential
63481,NS,City Square Neighborhood,2D,58,Business,City Square Neighborhood NS,3,0,0,Neighborhood Shopping
63482,3F,City Square Neighborhood,2D,58,Residential,City Square Neighborhood 3F,0.8,0,0,Three-Family Residential
63483,OS-P,City Square Neighborhood,2D,58,Open Space,City Square Neighborhood OS-P,,0,0,Parkland Open Space
63484,NS,City Square Neighborhood,2D,58,Business,City Square Neighborhood NS,3,0,0,Neighborhood Shopping
63485,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-RC,,0,0,Recreation Open Space
63486,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-P,,0,0,Parkland Open Space
63487,LC-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood LC-.5,0.5,0,0,Local Convenience
63488,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood NS-1,1,0,0,Neighborhood Shopping
63489,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63490,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood NS-1,1,0,0,Neighborhood Shopping
63491,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63492,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
63493,OS-UW,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-UW,,0,0,Urban Wild Open Space
63494,CPS,Allston/Brighton Neighborhood,7A-7D,51,Miscellaneous,Allston/Brighton Neighborhood CPS,0.3,0,0,Conservation Protection
63495,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-RC,,0,0,Recreation Open Space
63496,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-P,,0,0,Parkland Open Space
63497,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-P,,0,0,Parkland Open Space
63498,2F-5000 (A),Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 2F-5000 (A),0.6,0,0,Two-Family Residential
63499,NS-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood NS-.5,0.5,0,0,Neighborhood Shopping
63500,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-P,,0,0,Parkland Open Space
63501,OS-CM,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-CM,,0,0,Cemetery Open Space
63502,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-P,,0,0,Parkland Open Space
63503,ST. ELIZABETH'S HOSPITAL MEDICAL CENTER  IS IMP,Allston/Brighton Neighborhood,7ABCD,51,Comm/Instit,Allston/Brighton Neighborhood ST. ELIZABETH'S HOSPITAL MEDICAL CENTER  IS IMP,2,0,0,Institutional
63504,CPS,Allston/Brighton Neighborhood,7A-7D,51,Miscellaneous,Allston/Brighton Neighborhood CPS,0.3,0,0,Conservation Protection
63505,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-RC,,0,0,Recreation Open Space
63506,1F-3000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 1F-3000,0.5,0,0,One-Family Residential
63507,LC-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood LC-.5,0.5,0,0,Local Convenience
63508,FRANCISCANCHILDREN'S HOSPITAL IS IMP,Allston/Brighton Neighborhood,7A-7D,51,Comm/Instit,Allston/Brighton Neighborhood FRANCISCANCHILDREN'S HOSPITAL IS IMP,2,0,0,Institutional
63509,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-RC,,0,0,Recreation Open Space
63510,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-P,,0,0,Parkland Open Space
63511,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
63512,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood NS-1,1,0,0,Neighborhood Shopping
63513,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
63514,LC-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood LC-1,1,0,0,Local Convenience
63515,1F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63516,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-P,,0,0,Parkland Open Space
63517,LC-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood LC-.5,0.5,0,0,Local Convenience
63518,LC-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood LC-.5,0.5,0,0,Local Convenience
63519,CPS,Allston/Brighton Neighborhood,7A-7D,51,Miscellaneous,Allston/Brighton Neighborhood CPS,0.3,0,0,Conservation Protection
63520,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-RC,,0,0,Recreation Open Space
63521,CPS,Allston/Brighton Neighborhood,7A-7D,51,Miscellaneous,Allston/Brighton Neighborhood CPS,0.3,0,0,Conservation Protection
63522,1F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 1F-4000,0.5,0,0,One-Family Residential
63523,MFR-1,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood MFR-1,1,0,0,Multifamily Residential
63524,1F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63525,1F-3000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 1F-3000,0.5,0,0,One-Family Residential
63526,CPS,Allston/Brighton Neighborhood,7A-7D,51,Miscellaneous,Allston/Brighton Neighborhood CPS,0.3,0,0,Conservation Protection
63527,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-P,,0,0,Parkland Open Space
63528,1F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 1F-4000,0.5,0,0,One-Family Residential
63529,NS-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood NS-.5,0.5,0,0,Neighborhood Shopping
63530,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-P,,0,0,Parkland Open Space
63531,IS,Allston/Brighton Neighborhood,7A-7D,51,Comm/Instit,Allston/Brighton Neighborhood IS,3,0,0,Institutional
63532,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63533,LINDEN STREET LI-1,Allston/Brighton Neighborhood,7A-7D,51,Industrial,Allston/Brighton Neighborhood LINDEN STREET LI-1,1,0,0,Local Industrial
63534,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
63535,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-RC,,0,0,Recreation Open Space
63536,LC-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood LC-.5,0.5,0,0,Local Convenience
63537,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63538,OS-UW,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-UW,,0,0,Urban Wild Open Space
63539,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63540,NS-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood NS-.5,0.5,0,0,Neighborhood Shopping
63541,1F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63542,CPS,Allston/Brighton Neighborhood,7A-7D,51,Miscellaneous,Allston/Brighton Neighborhood CPS,0.3,0,0,Conservation Protection
63543,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
63544,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-RC,,0,0,Recreation Open Space
63545,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63546,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-RC,,0,0,Recreation Open Space
63547,GOODENOUGH STREET LI-1,Allston/Brighton Neighborhood,7A-7D,51,Industrial,Allston/Brighton Neighborhood GOODENOUGH STREET LI-1,1,0,0,Local Industrial
63548,1F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63549,1F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63550,LC-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood LC-.5,0.5,0,0,Local Convenience
63551,OS-UP,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-UP,,0,0,Urban Plaza Open Space
63552,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63553,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-RC,,0,0,Recreation Open Space
63554,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63555,BRAINTREE STREET LI-1,Allston/Brighton Neighborhood,7A-7D,51,Industrial,Allston/Brighton Neighborhood BRAINTREE STREET LI-1,1,0,0,Local Industrial
63556,CC-2,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood CC-2,2,0,0,Community Commercial
63557,IS,Allston/Brighton Neighborhood,7A-7D,51,Comm/Instit,Allston/Brighton Neighborhood IS,3,0,0,Institutional
63558,IS,Allston/Brighton Neighborhood,7A-7D,51,Comm/Instit,Allston/Brighton Neighborhood IS,3,0,0,Institutional
63559,IS,Allston/Brighton Neighborhood,7A-7D,51,Comm/Instit,Allston/Brighton Neighborhood IS,3,0,0,Institutional
63560,ASHFORD ST LI-1,Allston/Brighton Neighborhood,7A-7D,51,Industrial,Allston/Brighton Neighborhood ASHFORD ST LI-1,1,0,0,Local Industrial
63561,1F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 1F-4000,0.5,0,0,One-Family Residential
63562,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63563,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63564,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
63565,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-P,,0,0,Parkland Open Space
63566,LC-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood LC-.5,0.5,0,0,Local Convenience
63567,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63568,OS-G,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-G,,0,0,Community Garden Open Space
63569,GUEST STREET LI-2,Allston/Brighton Neighborhood,7A-7D,51,Industrial,Allston/Brighton Neighborhood GUEST STREET LI-2,2,0,0,Local Industrial
63570,NS-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood NS-.5,0.5,0,0,Neighborhood Shopping
63571,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63572,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood NS-1,1,0,0,Neighborhood Shopping
63573,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63574,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
63575,NS-.5,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood NS-.5,0.5,0,0,Neighborhood Shopping
63576,N BEACON STREET LI-1,Allston/Brighton Neighborhood,7A-7D,51,Industrial,Allston/Brighton Neighborhood N BEACON STREET LI-1,1,0,0,Local Industrial
63577,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-P,,0,0,Parkland Open Space
63578,LI-1,Allston/Brighton Neighborhood,7A-7D,51,Industrial,Allston/Brighton Neighborhood LI-1,1,0,0,Local Industrial
63579,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood NS-1,1,0,0,Neighborhood Shopping
63580,Western Avenue/Soldiers Field Road CC-2,Allston/Brighton Neighborhood,7B-7D,51,Business,Allston/Brighton Neighborhood Western Avenue/Soldiers Field Road CC-2,2,0,0,Community Commercial
63581,CC-3,Mission Hill Neighborhood,6D,59,Business,Mission Hill Neighborhood CC-3,3,0,0,Community Commercial
63582,WENTWORTH INSTITITE IS,Mission Hill Neighborhood,6D,59,Comm/Instit,Mission Hill Neighborhood WENTWORTH INSTITUTE IS,2,0,0,Institutional
63583,PILOT HOUSE EXTENSION,Harborpark: North End Waterfront,1E-1F,42A,Business,Harborpark: North End Waterfront PILOT HOUSE EXTENSION,,0,0,Pilot House Extension
63584,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-RC,,0,0,Recreation Open Space
63585,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63586,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63587,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-RC,,0,0,Recreation Open Space
63588,ALLSTON LANDING NORTH EDA,Allston/Brighton Neighborhood,7A-7D,51,Mixed Use,Allston/Brighton Neighborhood ALLSTON LANDING NORTH EDA,2,0,0,Economic Development Area
63589,MFR-1,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood MFR-1,1,0,0,Multifamily Residential
63590,WESTERN AVENUE/ SOLDIER FIELD RD CC-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood WESTERN AVENUE/ SOLDIER FIELD RD CC-1,1,0,0,Community Commercial
63591,IS,Allston/Brighton Neighborhood,7A-7D,51,Comm/Instit,Allston/Brighton Neighborhood IS,1,0,0,Institutional
63592,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
63593,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood NS-1,1,0,0,Neighborhood Shopping
63594,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63595,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood NS-1,1,0,0,Neighborhood Shopping
63596,OS-RC,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-RC,,0,0,Recreation Open Space
63597,MFR-1,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood MFR-1,1,0,0,Multifamily Residential
63598,OS-A,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-A,,0,0,Air-Right Open Space
63599,CC-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood CC-1,1,0,0,Community Commercial
63600,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
63601,NS-1,Allston/Brighton Neighborhood,7A-7D,51,Business,Allston/Brighton Neighborhood NS-1,1,0,0,Neighborhood Shopping
63602,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
63603,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-P,,0,0,Parkland Open Space
63604,BOSTON COLLEGE IMP,Allston/Brighton Neighborhood,7A-7D,51,Comm/Instit,Allston/Brighton Neighborhood BOSTON COLLEGE IMP,1,0,0,Institutional
63605,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
63606,MFR-1,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood MFR-1,1,0,0,Multifamily Residential
63607,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63608,OS-P,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-P,,0,0,Parkland Open Space
63609,3F-6000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-6000,0.8,0,0,Three-Family Residential
63610,MFR-1,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood MFR-1,1,0,0,Multifamily Residential
63611,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63612,3F-4000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
63613,MFR-2,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood MFR-2,2,0,0,Multifamily Residential
63614,3F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 3F-5000,0.8,0,0,Three-Family Residential
63615,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
63616,2F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
63617,1F-3000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 1F-3000,0.5,0,0,One-Family Residential
63618,CPS,Allston/Brighton Neighborhood,7A-7D,51,Miscellaneous,Allston/Brighton Neighborhood CPS,0.5,0,0,Conservation Protection
63619,MFR-2,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood MFR-2,2,0,0,Multifamily Residential
63620,OS-CM,Allston/Brighton Neighborhood,7A-7D,51,Open Space,Allston/Brighton Neighborhood OS-CM,,0,0,Cemetery Open Space
63621,1F-5000,Allston/Brighton Neighborhood,7A-7D,51,Residential,Allston/Brighton Neighborhood 1F-5000,0.5,0,0,One-Family Residential
